vehicle_id,delivery_date,route_id,stop_sequence,store_id,store_name,store_w1_load,cumulative_route_load_w1,route_load_w1
京LJD975,2026-04-01,140,7,393156,首都机场T3D出发区,0.140383,3.283025,3.423408
京LJD975,2026-04-01,140,7,393156,首都机场T3D出发区,0.140383,3.423408,3.423408
京LJD975,2026-04-02,140,1,393715,首都国际机场T3四层出发层外西,0.453947,0.453947,4.180776
京LJD975,2026-04-02,140,1,393715,首都国际机场T3四层出发层外西,0.453947,0.907894,4.180776
京LJD975,2026-04-02,140,2,395710,北京首都机场T3三层出发区北指廊店,0.478077,1.385971,4.180776
京LJD975,2026-04-02,140,2,395710,北京首都机场T3三层出发区北指廊店,0.478077,1.864048,4.180776
京LJD975,2026-04-02,140,3,393151,首都机场T3二层到达区外,0.342989,2.207037,4.180776
京LJD975,2026-04-02,140,3,393151,首都机场T3二层到达区外,0.342989,2.550026,4.180776
京LJD975,2026-04-02,140,4,393152,首都机场T3三层出发区东指廊,0.377199,2.927225,4.180776
京LJD975,2026-04-02,140,4,393152,首都机场T3三层出发区东指廊,0.377199,3.304424,4.180776
京LJD975,2026-04-02,140,5,393153,首都机场T3三层出发区西指廊,0.034655,3.339079,4.180776
京LJD975,2026-04-02,140,5,393153,首都机场T3三层出发区西指廊,0.034655,3.373734,4.180776
京LJD975,2026-04-02,140,6,393155,首都机场T3四层出发区外东,0.24562,3.619354,4.180776
京LJD975,2026-04-02,140,6,393155,首都机场T3四层出发区外东,0.24562,3.864974,4.180776
京LJD975,2026-04-02,140,7,393156,首都机场T3D出发区,0.157901,4.022875,4.180776
京LJD975,2026-04-02,140,7,393156,首都机场T3D出发区,0.157901,4.180776,4.180776
京LJD975,2026-04-04,140,1,393715,首都国际机场T3四层出发层外西,0.404825,0.404825,2.032496
京LJD975,2026-04-04,140,1,393715,首都国际机场T3四层出发层外西,0.404825,0.80965,2.032496
京LJD975,2026-04-04,140,2,395710,北京首都机场T3三层出发区北指廊店,0.087287,0.896937,2.032496
京LJD975,2026-04-04,140,2,395710,北京首都机场T3三层出发区北指廊店,0.087287,0.984224,2.032496
京LJD975,2026-04-04,140,3,393151,首都机场T3二层到达区外,0.265796,1.25002,2.032496
京LJD975,2026-04-04,140,3,393151,首都机场T3二层到达区外,0.265796,1.515816,2.032496
京LJD975,2026-04-04,140,4,393152,首都机场T3三层出发区东指廊,0.008333,1.524149,2.032496
京LJD975,2026-04-04,140,4,393152,首都机场T3三层出发区东指廊,0.008333,1.532482,2.032496
京LJD975,2026-04-04,140,5,393153,首都机场T3三层出发区西指廊,0.021053,1.553535,2.032496
京LJD975,2026-04-04,140,5,393153,首都机场T3三层出发区西指廊,0.021053,1.574588,2.032496
京LJD975,2026-04-04,140,6,393154,首都机场T3三层出发区北指廊,0.0,1.574588,2.032496
京LJD975,2026-04-04,140,6,393154,首都机场T3三层出发区北指廊,0.0,1.574588,2.032496
京LJD975,2026-04-04,140,7,393155,首都机场T3四层出发区外东,0.128954,1.703542,2.032496
京LJD975,2026-04-04,140,7,393155,首都机场T3四层出发区外东,0.128954,1.832496,2.032496
京LJD975,2026-04-04,140,8,393156,首都机场T3D出发区,0.1,1.932496,2.032496
京LJD975,2026-04-04,140,8,393156,首都机场T3D出发区,0.1,2.032496,2.032496
京LJD975,2026-04-06,140,1,393715,首都国际机场T3四层出发层外西,0.318497,0.318497,3.20844
京LJD975,2026-04-06,140,1,393715,首都国际机场T3四层出发层外西,0.318497,0.636994,3.20844
京LJD975,2026-04-06,140,2,395710,北京首都机场T3三层出发区北指廊店,0.459249,1.096243,3.20844
京LJD975,2026-04-06,140,2,395710,北京首都机场T3三层出发区北指廊店,0.459249,1.555492,3.20844
京LJD975,2026-04-06,140,3,393151,首都机场T3二层到达区外,0.344781,1.900273,3.20844
京LJD975,2026-04-06,140,3,393151,首都机场T3二层到达区外,0.344781,2.245054,3.20844
京LJD975,2026-04-06,140,4,393152,首都机场T3三层出发区东指廊,0.121523,2.366577,3.20844
京LJD975,2026-04-06,140,4,393152,首都机场T3三层出发区东指廊,0.121523,2.4881,3.20844
京LJD975,2026-04-06,140,5,393153,首都机场T3三层出发区西指廊,0.121955,2.610055,3.20844
京LJD975,2026-04-06,140,5,393153,首都机场T3三层出发区西指廊,0.121955,2.73201,3.20844
京LJD975,2026-04-06,140,6,393154,首都机场T3三层出发区北指廊,0.0,2.73201,3.20844
京LJD975,2026-04-06,140,6,393154,首都机场T3三层出发区北指廊,0.0,2.73201,3.20844
京LJD975,2026-04-06,140,7,393155,首都机场T3四层出发区外东,0.147839,2.879849,3.20844
京LJD975,2026-04-06,140,7,393155,首都机场T3四层出发区外东,0.147839,3.027688,3.20844
京LJD975,2026-04-06,140,8,393156,首都机场T3D出发区,0.090376,3.118064,3.20844
京LJD975,2026-04-06,140,8,393156,首都机场T3D出发区,0.090376,3.20844,3.20844
京LJD975,2026-04-07,140,1,393715,首都国际机场T3四层出发层外西,0.155708,0.155708,3.066756
京LJD975,2026-04-07,140,1,393715,首都国际机场T3四层出发层外西,0.155708,0.311416,3.066756
京LJD975,2026-04-07,140,2,395710,北京首都机场T3三层出发区北指廊店,0.539048,0.850464,3.066756
京LJD975,2026-04-07,140,2,395710,北京首都机场T3三层出发区北指廊店,0.539048,1.389512,3.066756
京LJD975,2026-04-07,140,3,393151,首都机场T3二层到达区外,0.307469,1.696981,3.066756
京LJD975,2026-04-07,140,3,393151,首都机场T3二层到达区外,0.307469,2.00445,3.066756
京LJD975,2026-04-07,140,4,393152,首都机场T3三层出发区东指廊,0.107895,2.112345,3.066756
京LJD975,2026-04-07,140,4,393152,首都机场T3三层出发区东指廊,0.107895,2.22024,3.066756
京LJD975,2026-04-07,140,5,393153,首都机场T3三层出发区西指廊,0.171053,2.391293,3.066756
京LJD975,2026-04-07,140,5,393153,首都机场T3三层出发区西指廊,0.171053,2.562346,3.066756
京LJD975,2026-04-07,140,6,393155,首都机场T3四层出发区外东,0.17062,2.732966,3.066756
京LJD975,2026-04-07,140,6,393155,首都机场T3四层出发区外东,0.17062,2.903586,3.066756
京LJD975,2026-04-07,140,7,393156,首都机场T3D出发区,0.081585,2.985171,3.066756
京LJD975,2026-04-07,140,7,393156,首都机场T3D出发区,0.081585,3.066756,3.066756
京LJD975,2026-04-08,140,1,393715,首都国际机场T3四层出发层外西,0.243466,0.243466,3.041674
京LJD975,2026-04-08,140,1,393715,首都国际机场T3四层出发层外西,0.243466,0.486932,3.041674
京LJD975,2026-04-08,140,2,395710,北京首都机场T3三层出发区北指廊店,0.466285,0.953217,3.041674
京LJD975,2026-04-08,140,2,395710,北京首都机场T3三层出发区北指廊店,0.466285,1.419502,3.041674
京LJD975,2026-04-08,140,3,393151,首都机场T3二层到达区外,0.234681,1.654183,3.041674
京LJD975,2026-04-08,140,3,393151,首都机场T3二层到达区外,0.234681,1.888864,3.041674
京LJD975,2026-04-08,140,4,393152,首都机场T3三层出发区东指廊,0.114493,2.003357,3.041674
京LJD975,2026-04-08,140,4,393152,首都机场T3三层出发区东指廊,0.114493,2.11785,3.041674
京LJD975,2026-04-08,140,5,393153,首都机场T3三层出发区西指廊,0.132049,2.249899,3.041674
京LJD975,2026-04-08,140,5,393153,首都机场T3三层出发区西指廊,0.132049,2.381948,3.041674
京LJD975,2026-04-08,140,6,393155,首都机场T3四层出发区外东,0.253973,2.635921,3.041674
京LJD975,2026-04-08,140,6,393155,首都机场T3四层出发区外东,0.253973,2.889894,3.041674
京LJD975,2026-04-08,140,7,393156,首都机场T3D出发区,0.07589,2.965784,3.041674
京LJD975,2026-04-08,140,7,393156,首都机场T3D出发区,0.07589,3.041674,3.041674
京LNJ896,2026-04-06,102,1,393016,奥林匹克公园,0.235132,0.235132,2.068738
京LNJ896,2026-04-06,102,1,393016,奥林匹克公园,0.235132,0.470264,2.068738
京LNJ896,2026-04-06,102,2,393557,北京鸿懋商务大厦店,0.070627,0.540891,2.068738
京LNJ896,2026-04-06,102,2,393557,北京鸿懋商务大厦店,0.070627,0.611518,2.068738
京LNJ896,2026-04-06,102,3,393720,北京昌平新新公寓店,0.208352,0.81987,2.068738
京LNJ896,2026-04-06,102,3,393720,北京昌平新新公寓店,0.208352,1.028222,2.068738
京LNJ896,2026-04-06,102,4,399722,北京祥云小镇店,0.15485,1.183072,2.068738
京LNJ896,2026-04-06,102,4,399722,北京祥云小镇店,0.15485,1.337922,2.068738
京LNJ896,2026-04-06,102,5,394485,永泰生活服务中心店,0.163609,1.501531,2.068738
京LNJ896,2026-04-06,102,5,394485,永泰生活服务中心店,0.163609,1.66514,2.068738
京LNJ896,2026-04-06,102,6,398090,超市发天通苑西区,0.108346,1.773486,2.068738
京LNJ896,2026-04-06,102,6,398090,超市发天通苑西区,0.108346,1.881832,2.068738
京LNJ896,2026-04-06,102,7,394510,东升科技园店,0.093453,1.975285,2.068738
京LNJ896,2026-04-06,102,7,394510,东升科技园店,0.093453,2.068738,2.068738
京MHE650,2026-03-23,101,1,394234,超市发罗森北清路店,0.218002,0.218002,2.314354
京MHE650,2026-03-23,101,1,394234,超市发罗森北清路店,0.218002,0.436004,2.314354
京MHE650,2026-03-23,101,2,394512,超市发罗森北清路二店,0.222845,0.658849,2.314354
京MHE650,2026-03-23,101,2,394512,超市发罗森北清路二店,0.222845,0.881694,2.314354
京MHE650,2026-03-23,101,3,394560,超市发罗森北安河二店,0.18203,1.063724,2.314354
京MHE650,2026-03-23,101,3,394560,超市发罗森北安河二店,0.18203,1.245754,2.314354
京MHE650,2026-03-23,101,4,394258,超市发罗森北安河店,0.272845,1.518599,2.314354
京MHE650,2026-03-23,101,4,394258,超市发罗森北安河店,0.272845,1.791444,2.314354
京MHE650,2026-03-23,101,5,394070,木荷路华为园区,0.149587,1.941031,2.314354
京MHE650,2026-03-23,101,5,394070,木荷路华为园区,0.149587,2.090618,2.314354
京MHE650,2026-03-23,101,6,394488,超市发罗森太舟坞店,0.111868,2.202486,2.314354
京MHE650,2026-03-23,101,6,394488,超市发罗森太舟坞店,0.111868,2.314354,2.314354
京MHE650,2026-03-30,101,1,394038,联想新园区,0.193021,0.193021,2.181006
京MHE650,2026-03-30,101,1,394038,联想新园区,0.193021,0.386042,2.181006
京MHE650,2026-03-30,101,2,394234,超市发罗森北清路店,0.168008,0.55405,2.181006
京MHE650,2026-03-30,101,2,394234,超市发罗森北清路店,0.168008,0.722058,2.181006
京MHE650,2026-03-30,101,3,394512,超市发罗森北清路二店,0.120633,0.842691,2.181006
京MHE650,2026-03-30,101,3,394512,超市发罗森北清路二店,0.120633,0.963324,2.181006
京MHE650,2026-03-30,101,4,394560,超市发罗森北安河二店,0.186848,1.150172,2.181006
京MHE650,2026-03-30,101,4,394560,超市发罗森北安河二店,0.186848,1.33702,2.181006
京MHE650,2026-03-30,101,5,394258,超市发罗森北安河店,0.220207,1.557227,2.181006
京MHE650,2026-03-30,101,5,394258,超市发罗森北安河店,0.220207,1.777434,2.181006
京MHE650,2026-03-30,101,6,394488,超市发罗森太舟坞店,0.201786,1.97922,2.181006
京MHE650,2026-03-30,101,6,394488,超市发罗森太舟坞店,0.201786,2.181006,2.181006
京MHE650,2026-04-01,101,1,394038,联想新园区,0.21408,0.21408,2.034608
京MHE650,2026-04-01,101,1,394038,联想新园区,0.21408,0.42816,2.034608
京MHE650,2026-04-01,101,2,394234,超市发罗森北清路店,0.132927,0.561087,2.034608
京MHE650,2026-04-01,101,2,394234,超市发罗森北清路店,0.132927,0.694014,2.034608
京MHE650,2026-04-01,101,3,394512,超市发罗森北清路二店,0.086423,0.780437,2.034608
京MHE650,2026-04-01,101,3,394512,超市发罗森北清路二店,0.086423,0.86686,2.034608
京MHE650,2026-04-01,101,4,394560,超市发罗森北安河二店,0.176348,1.043208,2.034608
京MHE650,2026-04-01,101,4,394560,超市发罗森北安河二店,0.176348,1.219556,2.034608
京MHE650,2026-04-01,101,5,394258,超市发罗森北安河店,0.324606,1.544162,2.034608
京MHE650,2026-04-01,101,5,394258,超市发罗森北安河店,0.324606,1.868768,2.034608
京MHE650,2026-04-01,101,6,394488,超市发罗森太舟坞店,0.08292,1.951688,2.034608
京MHE650,2026-04-01,101,6,394488,超市发罗森太舟坞店,0.08292,2.034608,2.034608
京N0NS61,2026-04-07,113,1,393651,北京平安国际金融中心店,0.096943,0.096943,2.207144
京N0NS61,2026-04-07,113,1,393651,北京平安国际金融中心店,0.096943,0.193886,2.207144
京N0NS61,2026-04-07,113,2,393010,双井首城国际,0.255276,0.449162,2.207144
京N0NS61,2026-04-07,113,2,393010,双井首城国际,0.255276,0.704438,2.207144
京N0NS61,2026-04-07,113,3,393034,劲松海文大厦,0.079392,0.78383,2.207144
京N0NS61,2026-04-07,113,3,393034,劲松海文大厦,0.079392,0.863222,2.207144
京N0NS61,2026-04-07,113,4,391030,庄胜店,0.136848,1.00007,2.207144
京N0NS61,2026-04-07,113,4,391030,庄胜店,0.136848,1.136918,2.207144
京N0NS61,2026-04-07,113,5,391094,紫金印象,0.083785,1.220703,2.207144
京N0NS61,2026-04-07,113,5,391094,紫金印象,0.083785,1.304488,2.207144
京N0NS61,2026-04-07,113,6,392144,前门大街,0.221936,1.526424,2.207144
京N0NS61,2026-04-07,113,6,392144,前门大街,0.221936,1.74836,2.207144
京N0NS61,2026-04-07,113,7,395274,蒲黄榆地铁站店,0.229392,1.977752,2.207144
京N0NS61,2026-04-07,113,7,395274,蒲黄榆地铁站店,0.229392,2.207144,2.207144
京N7JA13,2026-03-30,107,1,394620,北京快手元中心店,0.399638,0.399638,2.17764
京N7JA13,2026-03-30,107,1,394620,北京快手元中心店,0.399638,0.799276,2.17764
京N7JA13,2026-03-30,107,2,394123,联想北研园楼大厦,0.072826,0.872102,2.17764
京N7JA13,2026-03-30,107,2,394123,联想北研园楼大厦,0.072826,0.944928,2.17764
京N7JA13,2026-03-30,107,3,394122,联想三标大厦,0.062732,1.00766,2.17764
京N7JA13,2026-03-30,107,3,394122,联想三标大厦,0.062732,1.070392,2.17764
京N7JA13,2026-03-30,107,4,394089,超市发上地,0.114512,1.184904,2.17764
京N7JA13,2026-03-30,107,4,394089,超市发上地,0.114512,1.299416,2.17764
京N7JA13,2026-03-30,107,5,394437,超市发罗森清河店,0.173265,1.472681,2.17764
京N7JA13,2026-03-30,107,5,394437,超市发罗森清河店,0.173265,1.645946,2.17764
京N7JA13,2026-03-30,107,6,394451,清华科技园店,0.265847,1.911793,2.17764
京N7JA13,2026-03-30,107,6,394451,清华科技园店,0.265847,2.17764,2.17764
