delivery_date,route_id,vehicle_id_list,route_name,store_count,sum_ambient_turnover_boxes,sum_ambient_cartons,sum_ambient_full_cases,sum_frozen_bags,sum_frozen_cartons,route_load_other,trip_distance_km_one_way,missing_segment_count
2026-02-10,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,4.0,3.0,0.041228,24.393,0
2026-02-10,777,京FNV919,北京南站,3,0.0,0.0,0.0,6.0,5.0,0.063158,39.645,0
2026-02-11,555,京N7JE86,北京站,3,12.0,17.0,142.0,6.0,1.0,0.529024,34.335,0
2026-02-11,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,6.0,3.0,0.057895,24.393,0
2026-02-11,777,京FNV919,北京南站,3,23.0,20.0,190.0,4.0,1.0,0.699708,39.645,0
2026-02-12,555,京N7JE86,北京站,3,2.0,4.0,263.0,6.0,3.0,0.770188,34.335,0
2026-02-12,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,7.0,1.0,0.060965,24.393,0
2026-02-12,777,京FNV919,北京南站,3,0.0,0.0,0.0,10.0,3.0,0.091228,39.645,0
2026-02-13,555,京N7JE86,北京站,3,18.0,20.0,196.0,4.0,0.0,0.688711,34.335,0
2026-02-13,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,7.0,1.0,0.060965,24.393,0
2026-02-13,777,京FNV919,北京南站,3,0.0,0.0,0.0,7.0,2.0,0.063596,39.645,0
2026-02-14,555,京N7JE86,北京站,3,1.0,1.0,204.0,7.0,3.0,0.610533,34.335,0
2026-02-14,666,京HJH201,朝阳高铁,1,0.0,0.0,0.0,6.0,2.0,0.055263,24.393,0
2026-02-14,701,京MHM706,怀柔加车,3,5.0,7.0,93.0,11.0,3.0,0.386874,55.189,0
2026-02-14,777,京FNV919,北京南站,3,0.0,0.0,0.0,10.0,3.0,0.091228,39.645,0
2026-02-16,555,京MEH650,北京站,3,21.0,30.0,220.0,18.0,6.0,0.925133,34.335,0
2026-02-16,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,10.0,2.0,0.088596,24.393,0
2026-02-16,777,京JLY168,北京南站,3,0.0,0.0,0.0,10.0,7.0,0.101754,39.645,0
2026-02-17,555,京JJB223,北京站,3,1.0,0.0,97.0,1.0,0.0,0.268427,34.335,0
2026-02-17,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,8.0,0.0,0.066667,24.393,0
2026-02-17,777,京JLY168,北京南站,3,4.0,3.0,254.0,3.0,0.0,0.720639,39.645,0
2026-02-18,555,京JJB223,北京站,3,5.0,1.0,37.0,1.0,0.0,0.132488,34.335,0
2026-02-18,666,京HJH201,朝阳高铁站,1,15.0,36.0,184.0,5.0,2.0,0.698341,24.393,0
2026-02-18,777,京JLY168,北京南站,3,4.0,0.0,14.0,1.0,0.0,0.064499,39.645,0
2026-02-19,555,京JJB223,北京站,3,1.0,3.0,124.0,1.0,0.0,0.347375,34.335,0
2026-02-19,666,京HJH201,朝阳高铁站,1,1.0,16.0,289.0,7.0,0.0,0.865796,24.393,0
2026-02-19,777,京JLY168,北京南站,3,2.0,0.0,121.0,4.0,1.0,0.364048,39.645,0
2026-02-20,555,京N7JE86,北京站,3,10.0,9.0,85.0,2.0,0.0,0.312344,34.335,0
2026-02-20,666,京HJH201,朝阳高铁站,1,7.0,4.0,97.0,0.0,0.0,0.299606,24.393,0
2026-02-20,777,京JLY168,北京南站,3,0.0,0.0,0.0,9.0,0.0,0.075,39.645,0
2026-02-21,555,京N7JE86,北京站,3,2.0,6.0,199.0,7.0,2.0,0.612732,34.335,0
2026-02-21,666,京HJH201,朝阳高铁站,1,1.0,2.0,51.0,0.0,0.0,0.144305,24.393,0
2026-02-21,777,京JLY168,北京南站,3,0.0,0.0,0.0,14.0,7.0,0.135088,39.645,0
2026-02-23,555,京MEH650,北京站,3,24.0,21.0,88.0,21.0,1.0,0.580416,34.335,0
2026-02-23,701,京FND658,古北加车,3,15.0,14.0,118.0,15.0,6.0,0.560622,125.615,0
2026-02-23,777,京JLY168,北京南站,3,0.0,0.0,0.0,16.0,11.0,0.162281,39.645,0
2026-02-24,555,京N7JE86,北京站,3,6.0,6.0,246.0,4.0,11.0,0.754424,34.335,0
2026-02-24,666,京HJH201,朝阳高铁站,1,0.0,0.0,0.0,3.0,6.0,0.040789,24.393,0
2026-02-24,701,京FNV919,市区加车,2,2.0,5.0,109.0,0.0,0.0,0.309662,49.047,0
2026-02-24,777,京FNV919,北京南站,3,0.0,0.0,0.0,11.0,7.0,0.110088,39.645,0
2026-02-25,555,京N7JE86,北京站,3,10.0,19.0,74.0,2.0,1.0,0.312344,34.335,0
2026-02-25,666,京HJH201,朝阳高铁站,1,12.0,47.0,159.0,3.0,4.0,0.635603,24.393,0
2026-02-25,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,2.0,0.07193,39.645,0
2026-02-26,555,京N7JE86,北京站,3,2.0,0.0,82.0,4.0,0.0,0.258785,34.335,0
2026-02-26,666,京HJH201,朝阳高铁站,1,2.0,9.0,218.0,6.0,1.0,0.659662,24.393,0
2026-02-26,777,京FNV919,北京南站,3,0.0,0.0,0.0,7.0,0.0,0.058333,39.645,0
2026-02-27,555,京N7JE86,北京站,3,6.0,8.0,25.0,6.0,0.0,0.165828,34.335,0
2026-02-27,666,京HJH201,朝阳高铁站,1,22.0,36.0,148.0,5.0,2.0,0.637421,24.393,0
2026-02-27,777,京FNV919,北京南站,3,25.0,29.0,177.0,9.0,0.0,0.737878,39.645,0
2026-02-28,555,京N7JE86,北京站,3,2.0,1.0,187.0,8.0,1.0,0.573697,34.335,0
2026-02-28,666,京HJH201,朝阳高铁站,1,1.0,3.0,45.0,3.0,3.0,0.164041,24.393,0
2026-02-28,777,京FNV919,北京南站,3,0.0,0.0,0.0,10.0,7.0,0.101754,39.645,0
2026-03-02,555,京N7JE86,北京站,3,16.0,18.0,192.0,11.0,0.0,0.721593,34.335,0
2026-03-02,666,京HJH201,朝阳高铁站,1,4.0,9.0,37.0,4.0,4.0,0.184236,24.393,0
2026-03-02,777,京FNV919,北京南站,3,0.0,0.0,0.0,4.0,1.0,0.035965,39.645,0
2026-03-03,555,京N7JE86,北京站,3,5.0,4.0,214.0,5.0,5.0,0.652663,34.335,0
2026-03-03,666,京HJH201,朝阳高铁站,1,2.0,2.0,76.0,3.0,4.0,0.250451,24.393,0
2026-03-03,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,1.0,0.069298,39.645,0
2026-03-04,555,京N7JE86,北京站,3,7.0,19.0,153.0,3.0,7.0,0.529869,34.335,0
2026-03-04,666,京HJH201,朝阳高铁站,1,10.0,9.0,64.0,2.0,0.0,0.257081,24.393,0
2026-03-04,777,京FNV919,北京南站,3,14.0,13.0,131.0,3.0,1.0,0.474212,39.645,0
2026-03-05,555,京N7JE86,北京站,3,1.0,6.0,110.0,4.0,0.0,0.343427,34.335,0
2026-03-05,666,京HJH201,朝阳高铁站,1,0.0,1.0,65.0,4.0,0.0,0.207018,24.393,0
2026-03-05,777,京FNV919,北京南站,3,1.0,4.0,128.0,2.0,0.0,0.368866,39.645,0
2026-03-06,555,京N7JE86,北京站,3,9.0,7.0,78.0,3.0,0.0,0.292162,34.335,0
2026-03-06,666,京HJH201,朝阳高铁站,1,9.0,15.0,104.0,4.0,0.0,0.389969,24.393,0
2026-03-06,777,京FNV919,北京南站,3,21.0,15.0,175.0,5.0,3.0,0.651011,39.645,0
2026-03-07,555,京N7JE86,北京站,3,3.0,4.0,282.0,6.0,0.0,0.817124,34.335,0
2026-03-07,666,京HJH201,朝阳高铁,1,1.0,2.0,191.0,5.0,0.0,0.554392,24.393,0
2026-03-07,777,京FNV919,北京南站,3,0.0,0.0,0.0,14.0,3.0,0.124561,39.645,0
2026-03-09,555,京N7JE86,北京站,3,11.0,22.0,113.0,6.0,0.0,0.458403,34.335,0
2026-03-09,666,京HJH201,朝阳高铁站,1,3.0,11.0,45.0,3.0,0.0,0.186861,24.393,0
2026-03-09,701,京FNV919,市区加车,2,13.0,7.0,99.0,0.0,0.0,0.341749,49.047,0
2026-03-09,777,京FNV919,北京南站,3,0.0,0.0,0.0,9.0,0.0,0.075,39.645,0
2026-03-10,555,京N7JE86,北京站,3,4.0,6.0,103.0,5.0,0.0,0.347832,34.335,0
2026-03-10,666,京HJH201,朝阳高铁站,1,1.0,7.0,97.0,2.0,3.0,0.303077,24.393,0
2026-03-10,777,京FNV919,北京南站,3,3.0,11.0,151.0,9.0,1.0,0.51844,39.645,0
2026-03-11,555,京N7JE86,北京站,3,4.0,10.0,68.0,1.0,0.0,0.23292,34.335,0
2026-03-11,666,京HJH201,朝阳高铁站,1,7.0,11.0,94.0,3.0,1.0,0.337764,24.393,0
2026-03-11,777,京FNV919,北京南站,3,14.0,5.0,172.0,2.0,0.0,0.550089,39.645,0
2026-03-12,555,京N7JE86,北京站,3,1.0,2.0,108.0,1.0,0.0,0.302638,34.335,0
2026-03-12,666,京HJH201,朝阳高铁站,1,1.0,0.0,113.0,4.0,0.0,0.335533,24.393,0
2026-03-12,777,京FNV919,北京南站,3,1.0,6.0,180.0,2.0,1.0,0.513603,39.645,0
2026-03-13,555,京N7JE86,北京站,3,6.0,3.0,47.0,6.0,0.0,0.210564,34.335,0
2026-03-13,666,京HJH201,朝阳高铁站,1,8.0,15.0,80.0,4.0,1.0,0.324612,24.393,0
2026-03-13,777,京FNV919,北京南站,3,0.0,0.0,0.0,5.0,0.0,0.041667,39.645,0
2026-03-14,555,京N7JE86,北京站,3,2.0,3.0,141.0,7.0,0.0,0.446943,34.335,0
2026-03-14,666,京HJH201,朝阳高铁,1,1.0,1.0,118.0,4.0,1.0,0.353954,24.393,0
2026-03-14,777,京FNV919,北京南站,3,0.0,0.0,0.0,6.0,3.0,0.057895,39.645,0
2026-03-16,555,京N7JE86,北京站,3,13.0,9.0,135.0,6.0,0.0,0.491749,34.335,0
2026-03-16,666,京HJH201,朝阳高铁站,1,13.0,22.0,95.0,4.0,1.0,0.406662,24.393,0
2026-03-16,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,1.0,0.069298,39.645,0
2026-03-17,555,京N7JE86,北京站,3,2.0,3.0,100.0,2.0,4.0,0.307907,34.335,0
2026-03-17,701,京HJH201,市区加车,1,1.0,4.0,72.0,0.0,0.0,0.204831,46.475,0
2026-03-17,777,京FNV919,北京南站,3,0.0,0.0,0.0,7.0,17.0,0.10307,39.645,0
2026-03-18,555,京N7JE86,北京站,3,9.0,12.0,48.0,3.0,0.0,0.226373,34.335,0
2026-03-18,777,京FNV919,北京南站,3,0.0,0.0,0.0,4.0,0.0,0.033333,39.645,0
2026-03-19,555,京N7JE86,北京站,3,3.0,1.0,58.0,1.0,0.0,0.178089,34.335,0
2026-03-19,777,京FNV919,北京南站,3,2.0,2.0,215.0,1.0,3.0,0.596943,39.645,0
2026-03-20,555,京N7JE86,北京站,3,5.0,7.0,35.0,1.0,0.0,0.143014,34.335,0
2026-03-20,777,京FNV919,北京南站,3,22.0,19.0,154.0,8.0,1.0,0.630842,39.645,0
2026-03-21,555,京MHE650,北京站,3,1.0,3.0,150.0,8.0,1.0,0.476761,34.335,0
2026-03-21,777,京FNV919,北京南站,3,0.0,0.0,0.0,7.0,0.0,0.058333,39.645,0
2026-03-23,555,京N7JE86,北京站,3,3.0,3.0,49.0,5.0,0.0,0.193002,34.335,0
2026-03-23,701,京HJH201,市区加车,1,5.0,6.0,49.0,0.0,0.0,0.168891,46.475,0
2026-03-23,777,京FNV919,北京南站,3,0.0,0.0,0.0,11.0,4.0,0.102193,39.645,0
2026-03-24,555,京N7JE86,北京站,3,2.0,3.0,94.0,4.0,1.0,0.30089,34.335,0
2026-03-24,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,6.0,0.082456,39.645,0
2026-03-25,555,京N7JE86,北京站,3,6.0,3.0,85.0,3.0,1.0,0.288196,34.335,0
2026-03-25,666,京AE32316,朝阳高铁站,1,6.0,0.0,77.0,3.0,0.0,0.256617,24.393,0
2026-03-25,777,京FNV919,北京南站,3,36.0,20.0,155.0,0.0,0.0,0.634439,39.645,0
2026-03-26,555,京N7JE86,北京站,3,2.0,3.0,80.0,1.0,0.0,0.236416,34.335,0
2026-03-26,666,京AE32316,朝阳高铁站,1,0.0,4.0,97.0,4.0,0.0,0.299123,24.393,0
2026-03-26,777,京FNV919,北京南站,3,4.0,5.0,164.0,2.0,0.0,0.480727,39.645,0
2026-03-27,555,京N7JE86,北京站,3,8.0,7.0,49.0,1.0,0.0,0.194349,34.335,0
2026-03-27,666,京AE32316,朝阳高铁站,1,10.0,43.0,118.0,4.0,2.0,0.51059,24.393,0
2026-03-27,777,京FNV919,北京南站,3,0.0,0.0,0.0,5.0,2.0,0.04693,39.645,0
2026-03-28,555,京MHE650,北京站,3,2.0,3.0,183.0,6.0,0.0,0.549136,34.335,0
2026-03-28,666,京AE32316,朝阳高铁,1,0.0,2.0,140.0,5.0,3.0,0.423246,24.393,0
2026-03-28,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,1.0,0.069298,39.645,0
2026-03-30,555,京N7JE86,北京站,3,14.0,15.0,72.0,6.0,2.0,0.351843,34.335,0
2026-03-30,666,京AE32316,朝阳高铁站,1,7.0,10.0,94.0,5.0,2.0,0.35443,24.393,0
2026-03-30,701,京FNV919,市区加车,2,4.0,6.0,89.0,0.0,0.0,0.269324,49.047,0
2026-03-30,777,京FNV919,北京南站,3,0.0,0.0,0.0,8.0,1.0,0.069298,39.645,0
2026-03-31,555,京N7JE86,北京站,3,3.0,8.0,126.0,4.0,4.0,0.410984,34.335,0
2026-03-31,666,京AE32316,朝阳高铁站,1,3.0,28.0,115.0,4.0,2.0,0.429405,24.393,0
2026-03-31,701,京FNV919,市区加车,2,1.0,11.0,109.0,0.0,0.0,0.32062,50.958,0
2026-03-31,777,京FNV919,北京南站,3,0.0,0.0,0.0,9.0,6.0,0.090789,39.645,0
2026-04-01,555,京N7JE86,北京站,3,7.0,20.0,207.0,5.0,1.0,0.675483,34.335,0
2026-04-01,666,京AE32316,朝阳高铁站,1,19.0,48.0,125.0,4.0,3.0,0.588279,24.393,0
2026-04-01,777,京FNV919,北京南站,3,0.0,0.0,0.0,6.0,2.0,0.055263,39.645,0
2026-04-02,555,京N7JE86,北京站,3,2.0,5.0,75.0,5.0,1.0,0.264486,34.335,0
2026-04-02,666,京AE32316,朝阳高铁站,1,0.0,5.0,170.0,5.0,2.0,0.507456,24.393,0
2026-04-02,777,京FNV919,北京南站,3,4.0,2.0,211.0,3.0,0.0,0.60485,39.645,0
2026-04-03,555,京N7JE86,北京站,3,4.0,7.0,40.0,1.0,0.0,0.151341,34.335,0
2026-04-03,666,京AE32316,朝阳高铁站,1,13.0,8.0,139.0,5.0,3.0,0.499205,24.393,0
2026-04-03,777,京FNV919,北京南站,3,0.0,0.0,0.0,9.0,3.0,0.082895,39.645,0
2026-04-04,555,京N7JE86,北京站,3,2.0,8.0,163.0,9.0,3.0,0.542557,34.335,0
2026-04-04,666,京AE32316,朝阳高铁,1,0.0,0.0,0.0,8.0,12.0,0.098246,24.393,0
2026-04-04,777,京FNV919,北京南站,3,0.0,0.0,0.0,14.0,11.0,0.145614,39.645,0
2026-04-06,555,京N7JE86,北京站,3,0.0,0.0,225.0,0.0,0.0,0.592105,34.335,0
2026-04-06,666,京AE32316,朝阳高铁,1,0.0,0.0,0.0,6.0,3.0,0.057895,24.393,0
2026-04-06,777,京FNV919,北京南站,3,0.0,0.0,0.0,0.0,0.0,0.0,39.645,0
2026-04-07,555,京N7JE86,北京站,3,4.0,3.0,151.0,4.0,12.0,0.489499,34.335,0
2026-04-07,666,京AE32316,朝阳高铁站,1,2.0,4.0,161.0,2.0,7.0,0.47896,24.393,0
2026-04-07,777,京FNV919,北京南站,3,0.0,0.0,0.0,2.0,10.0,0.042982,39.645,0
2026-04-08,555,京N7JE86,北京站,3,8.0,15.0,130.0,2.0,4.0,0.447419,34.335,0
2026-04-08,666,京AE32316,朝阳高铁站,1,17.0,20.0,154.0,6.0,2.0,0.595283,24.393,0
2026-04-08,777,京FNV919,北京南站,3,12.0,16.0,105.0,6.0,0.0,0.426392,39.645,0
