导出时间: 2026-04-14 20:36:34

==== points ====
store_id	store_name	lng	lat
115.984201,39.701947->116.193559,40.189942	396053	398439	115.984201	39.701947	116.193559	40.189942	71.662	64.333	2026-04-06 10:24:13
115.984201,39.701947->116.233168,39.953807	396053	394048	115.984201	39.701947	116.233168	39.953807	45.439	45.467	2026-04-06 10:24:13
115.984201,39.701947->116.246179,40.075597	396053	394234	115.984201	39.701947	116.246179	40.075597	66.110	64.983	2026-04-06 10:24:13
115.984201,39.701947->116.250585,40.065157	396053	394489	115.984201	39.701947	116.250585	40.065157	67.280	65.033	2026-04-06 10:24:13
115.984201,39.701947->116.254645,39.907011	396053	394104	115.984201	39.701947	116.254645	39.907011	41.987	44.150	2026-04-06 10:24:13
115.984201,39.701947->116.269375,40.078948	396053	394512	115.984201	39.701947	116.269375	40.078948	68.348	70.283	2026-04-06 10:24:13
115.984201,39.701947->116.271012,39.953633	396053	394630	115.984201	39.701947	116.271012	39.953633	46.038	47.583	2026-04-06 10:24:13
115.984201,39.701947->116.272624,40.041426	396053	394110	115.984201	39.701947	116.272624	40.041426	59.221	64.267	2026-04-06 10:24:13
115.984201,39.701947->116.282088,40.046885	396053	394069	115.984201	39.701947	116.282088	40.046885	66.081	63.267	2026-04-06 10:24:13
115.984201,39.701947->116.287445,39.96635	396053	394062	115.984201	39.701947	116.287445	39.96635	49.427	50.283	2026-04-06 10:24:13
115.984201,39.701947->116.293779,39.932676	396053	393416	115.984201	39.701947	116.293779	39.932676	44.875	47.267	2026-04-06 10:24:13
115.984201,39.701947->116.295586,39.819983	396053	395017	115.984201	39.701947	116.295586	39.819983	40.612	44.333	2026-04-06 10:24:13
115.984201,39.701947->116.299361,40.052996	396053	394123	115.984201	39.701947	116.299361	40.052996	64.632	60.433	2026-04-06 10:24:13
115.984201,39.701947->116.30276,39.85819	396053	395092	115.984201	39.701947	116.30276	39.85819	39.319	41.367	2026-04-06 10:24:13
115.984201,39.701947->116.302953,39.825739	396053	395470	115.984201	39.701947	116.302953	39.825739	42.134	43.400	2026-04-06 10:24:13
115.984201,39.701947->116.302993,39.880488	396053	395411	115.984201	39.701947	116.302993	39.880488	40.264	41.400	2026-04-06 10:24:13
115.984201,39.701947->116.304557,39.984216	396053	394112	115.984201	39.701947	116.304557	39.984216	50.265	49.117	2026-04-06 10:24:13
115.984201,39.701947->116.304696,39.504597	396053	396495	115.984201	39.701947	116.304696	39.504597	46.578	68.333	2026-04-06 10:24:13
115.984201,39.701947->116.305218,39.927543	396053	394196	115.984201	39.701947	116.305218	39.927543	45.923	47.850	2026-04-06 10:24:13
115.984201,39.701947->116.306743,39.96834	396053	394072	115.984201	39.701947	116.306743	39.96834	49.382	53.917	2026-04-06 10:24:13
115.984201,39.701947->116.307285,40.055996	396053	394150	115.984201	39.701947	116.307285	40.055996	65.847	64.667	2026-04-06 10:24:13
115.984201,39.701947->116.311429,40.040443	396053	394122	115.984201	39.701947	116.311429	40.040443	59.916	60.667	2026-04-06 10:24:13
115.984201,39.701947->116.311559,40.05294	396053	394620	115.984201	39.701947	116.311559	40.05294	61.873	63.433	2026-04-06 10:24:13
115.984201,39.701947->116.312405,40.030785	396053	394089	115.984201	39.701947	116.312405	40.030785	58.872	57.300	2026-04-06 10:24:13
115.984201,39.701947->116.324587,39.907034	396053	394105	115.984201	39.701947	116.324587	39.907034	43.622	45.467	2026-04-06 10:24:13
115.984201,39.701947->116.325085,39.967721	396053	394142	115.984201	39.701947	116.325085	39.967721	51.492	52.483	2026-04-06 10:24:13
115.984201,39.701947->116.325314,39.737777	396053	396141	115.984201	39.701947	116.325314	39.737777	39.923	45.150	2026-04-06 10:24:13
115.984201,39.701947->116.326686,39.983418	396053	394024	115.984201	39.701947	116.326686	39.983418	52.325	52.667	2026-04-06 10:24:13
115.984201,39.701947->116.32869,39.90056	396053	394075	115.984201	39.701947	116.32869	39.90056	42.400	51.050	2026-04-06 10:24:13
115.984201,39.701947->116.329246,39.867851	396053	395302	115.984201	39.701947	116.329246	39.867851	40.695	41.417	2026-04-06 10:24:13
115.984201,39.701947->116.330624,39.99367	396053	394451	115.984201	39.701947	116.330624	39.99367	53.918	56.667	2026-04-06 10:24:13
115.984201,39.701947->116.33125,39.926651	396053	394096	115.984201	39.701947	116.33125	39.926651	46.612	50.350	2026-04-06 10:24:13
115.984201,39.701947->116.331647,39.926864	396053	394085	115.984201	39.701947	116.331647	39.926864	47.200	52.150	2026-04-06 10:24:13
115.984201,39.701947->116.33434,39.956688	396053	394103	115.984201	39.701947	116.33434	39.956688	51.944	54.083	2026-04-06 10:24:13
