导出时间: 2026-04-14 20:36:30

==== store_wave_load_resolved ====
shop_code	wave_belongs	wave1_load	wave2_load	wave3_load	wave4_load	total_resolved_load	first_wave_time	second_wave_time	arrival_time_w3	arrival_time_w4	updated_at
392722	4	28	1	0	16	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394148	5	38	3	1	10	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393088	0	10	0	0	3	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
407269	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391036	5	28	1	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395424	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391012	6	6	5	0	7	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399901	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393546	4	13	2	0	7	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394069	4	10	2	0	8	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394104	3	14	1	0	13	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
397398	2	2	0	0	4	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393035	8	9	2	2	7	0	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396218	4	6	1	0	6	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393067	6	45	6	0	25	5	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478684	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466352	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466653	1	1	1	0	7	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394512	4	8	3	0	10	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392678	2	44	1	0	16	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394233	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478567	2	6	1	0	4	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469585	4	32	1	0	12	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395411	2	17	0	0	9	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393034	3	36	1	0	9	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391721	4	30	6	0	18	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469476	4	11	2	0	11	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466365	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399902	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394142	6	14	2	1	17	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394406	3	16	0	0	19	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396058	4	1	3	0	10	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478480	4	11	3	0	12	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478584	4	12	1	0	9	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395413	3	10	0	0	22	4	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392395	2	25	0	0	16	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469659	3	3	1	0	10	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391708	0	0	0	0	2	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
476446	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395470	5	15	3	0	13	3	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393014	3	6	2	0	9	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393060	1	5	1	1	4	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394038	15	35	5	0	26	2	12	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392029	5	21	5	0	12	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396054	3	6	1	0	9	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
407270	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393154	7	98	1	0	27	19	27	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393156	7	31	1	0	9	2	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392708	3	5	0	0	4	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392396	2	4	0	0	5	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395412	2	4	0	0	6	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394072	7	28	1	0	20	3	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393167	3	0	0	0	3	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393037	3	6	1	0	6	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
800402	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393176	3	10	3	0	7	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395076	3	3	4	0	6	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395606	3	16	2	0	9	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
407147	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392408	2	7	0	0	8	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394421	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399519	5	16	3	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478573	4	8	1	2	8	1	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393009	4	27	4	0	12	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395414	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
398213	3	11	1	0	7	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
398558	6	23	4	2	23	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394627	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393677	1	8	0	0	8	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393188	8	22	3	0	18	5	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393675	4	8	2	0	8	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393155	4	30	1	0	21	4	7	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391030	1	16	3	0	8	1	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394630	5	17	2	1	12	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
471705	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
397283	2	14	1	0	3	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478610	3	9	2	0	7	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
409392	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395302	4	28	2	1	12	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392394	2	17	0	0	11	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392705	2	1	0	0	3	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395017	5	26	2	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393651	5	36	4	0	17	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466697	2	26	2	0	8	2	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
800701	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391719	2	3	0	0	2	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391722	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393400	2	5	0	0	5	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466351	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396495	5	23	1	0	14	6	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478579	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466456	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394102	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466292	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393427	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391409	3	24	0	0	17	2	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394086	3	14	1	0	4	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391705	1	1	1	0	8	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395410	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394073	10	35	5	1	28	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
471708	2	1	1	0	3	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
397682	4	19	3	0	9	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392714	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478583	4	6	1	0	7	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469559	1	11	2	0	5	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392716	3	11	0	0	14	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393399	2	12	1	0	9	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399520	3	2	2	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466435	4	9	1	2	8	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393718	15	98	1	0	103	2	12	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466506	5	10	2	4	12	1	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394024	8	56	4	0	28	8	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394451	7	19	1	0	19	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393380	6	35	2	2	11	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392647	10	32	2	0	19	3	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469475	4	18	3	1	16	0	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399722	5	5	2	1	15	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393152	3	45	1	0	16	9	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394075	10	27	4	1	29	0	5	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393003	5	16	2	0	14	1	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393172	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466291	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394173	11	43	7	2	26	19	9	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394407	1	4	0	0	3	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393244	4	20	5	0	19	5	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466455	2	4	1	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391714	1	0	0	0	3	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391713	2	12	0	0	3	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394105	6	40	3	0	17	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393010	4	3	3	0	12	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393717	1	0	0	0	86	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393027	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395274	2	7	1	0	9	2	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394418	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
395423	2	12	0	0	6	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394096	4	3	1	0	12	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469588	3	36	2	2	10	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393168	3	8	1	0	2	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396276	2	3	2	0	3	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393033	4	29	1	0	12	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466370	3	13	3	1	14	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396255	7	22	6	6	22	10	5	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396141	6	36	2	1	19	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394070	5	22	3	4	15	2	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394085	11	24	1	1	22	0	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393151	9	68	2	0	28	9	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394485	4	17	1	0	18	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394420	3	2	0	0	7	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392144	5	13	2	0	13	0	5	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
398404	2	4	0	0	4	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396099	2	6	1	0	3	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
398439	2	7	0	0	9	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391711	1	5	0	0	3	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391706	7	21	1	2	17	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393153	7	32	2	0	15	2	12	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393417	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394560	6	15	2	0	7	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394196	8	19	3	0	15	0	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393426	2	13	0	0	13	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394110	9	102	6	2	35	2	6	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391039	6	17	1	0	14	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
398170	2	18	3	1	11	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392710	2	10	0	0	7	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394118	4	14	2	0	10	1	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391707	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
461705	2	6	1	1	8	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396081	6	34	2	0	20	0	6	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
397057	3	5	2	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392715	3	3	1	0	6	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
800403	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394626	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394405	2	7	0	0	6	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478581	3	1	2	0	12	1	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392706	2	2	0	0	2	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
399670	4	10	1	0	7	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393082	5	23	3	0	12	1	5	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478566	3	5	2	0	6	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394489	2	14	2	0	8	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392084	5	39	4	0	17	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
407271	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466367	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394494	5	9	5	2	7	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392707	4	31	0	0	16	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
396388	2	19	2	0	11	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
391094	5	36	1	2	14	0	4	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
466366	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478572	3	24	3	0	9	1	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393402	2	7	0	0	5	0	1	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394138	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392712	15	214	17	1	8	0	66	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
461717	19	5	4	0	17	2	5	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394062	7	19	1	1	14	0	3	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
478648	4	1	1	0	8	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393046	4	13	2	1	13	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
393425	3	15	0	0	22	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394437	5	28	1	0	9	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
469591	0	0	0	0	0	0	0	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
394122	5	3	2	1	5	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24
392066	5	31	3	0	7	0	2	huoliang_txt	2026-04-13-huoliang	2026-04-13 14:34:24	2026-04-13 14:34:24

